,name,File Path,File Type,File_size_in_MB,Length,Song Number,Artist,Album,Genre,Publisher,Bitrate,Comment,Composer,Year Published,Owner,Computer,Encoded By,Copyright,Device_id,Inode_id,Created Date,Modified Date,Last Access Date
45,Stockton gala days,"D:\music\10,000 Maniacs\MTV Unplugged\Stockton Gala Days.mp3",mp3,12.558263778686523,329.5,13,"10,000 Maniacs",MTV Unplugged,Alternative,Elektra,320,,Dennis Drew/Jerome Augustyniak/Natalie Merchant/Robert Buck/Steve Gustafson,1993,WehrsNet,NAS-1,none,,3935787269,1688849860281571,2023-05-04,2023-05-04,2023-05-04
46,These are days,"D:\music\10,000 Maniacs\MTV Unplugged\These Are Days.mp3",mp3,11.198125839233398,293.8,01,"10,000 Maniacs",MTV Unplugged,Alternative,Elektra,320,,Natalie Merchant/Robert Buck,1993,WehrsNet,NAS-1,none,,3935787269,1688849860281572,2023-05-04,2023-05-04,2023-05-04
47,American wheeze,D:\music\16 Horsepower\Sackcloth 'n' Ashes\American Wheeze.mp3,mp3,8.164085388183594,214.2,09,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281579,2023-05-04,2023-05-04,2023-05-04
48,Black bush,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Black Bush.mp3,mp3,7.534833908081055,197.7,07,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281580,2023-05-04,2023-05-04,2023-05-04
49,Black soul choir,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Black Soul Choir.mp3,mp3,8.868997573852539,232.7,02,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281581,2023-05-04,2023-05-04,2023-05-04
50,Harm's way,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Harm's Way.mp3,mp3,7.742921829223633,203.1,06,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281582,2023-05-04,2023-05-04,2023-05-04
51,Heel on the shovel,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Heel on the Shovel.mp3,mp3,7.348665237426758,192.8,08,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281583,2023-05-04,2023-05-04,2023-05-04
52,Horse head,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Horse Head.mp3,mp3,7.004159927368164,183.8,04,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281584,2023-05-04,2023-05-04,2023-05-04
53,I seen what i saw,D:\music\16 Horsepower\Sackcloth 'n' Ashes\I Seen What I Saw.mp3,mp3,7.8464813232421875,205.9,01,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281585,2023-05-04,2023-05-04,2023-05-04
54,Neck on the new blade,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Neck on the New Blade.mp3,mp3,7.518926620483398,197.3,12,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281586,2023-05-04,2023-05-04,2023-05-04
55,Prison shoe romp,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Prison Shoe Romp.mp3,mp3,7.359615325927734,193.1,11,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281587,2023-05-04,2023-05-04,2023-05-04
56,Red neck reel,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Red Neck Reel.mp3,mp3,6.253458023071289,164.1,10,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281588,2023-05-04,2023-05-04,2023-05-04
57,Ruthie lingle,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Ruthie Lingle.mp3,mp3,6.320163726806641,165.8,05,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281589,2023-05-04,2023-05-04,2023-05-04
58,Scrawled in sap,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Scrawled in Sap.mp3,mp3,6.41375732421875,168.3,03,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281590,2023-05-04,2023-05-04,2023-05-04
59,Strong man,D:\music\16 Horsepower\Sackcloth 'n' Ashes\Strong Man.mp3,mp3,9.969165802001953,261.6,13,16 Horsepower,Sackcloth 'n' Ashes,Country,A&M,320,,16 Horsepower/David Eugene Edwards,1996,WehrsNet,NAS-1,none,,3935787269,1688849860281591,2023-05-04,2023-05-04,2023-05-04
60,Kunta kinte (ragga club version),D:\music\2 Fabiola\Technomancer II\Kunta Kinte (Ragga Club Version).mp3,mp3,4.2130126953125,275.9,02,2 Fabiola,Technomancer II,Techno,,128,engID3v1 Comment,,1993,WehrsNet,NAS-1,none,,3935787269,1688849860281809,2023-05-04,2023-05-04,2023-05-04
61,Bass 9-1-7,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Bass 9-1-7.mp3,mp3,10.797075271606445,282.9,11,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,2251799813702640,2023-05-04,2023-05-04,2023-05-04
62,Commercial - inquiring minds,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Commercial - Inquiring Minds.mp3,mp3,0.3109865188598633,8.0,22,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991985,2023-05-04,2023-05-04,2023-05-04
63,Commercial - nasty m.f.'s,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Commercial - Nasty M.F.'s.mp3,mp3,0.5021533966064453,13.1,17,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991986,2023-05-04,2023-05-04,2023-05-04
64,Face down ass up,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Face Down Ass Up.mp3,mp3,6.911751747131348,181.1,9,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991987,2023-05-04,2023-05-04,2023-05-04
65,Fuck a gang,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Fuck A Gang.mp3,mp3,7.555485725402832,197.9,21,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991988,2023-05-04,2023-05-04,2023-05-04
66,Hey jack!,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Hey Jack!.mp3,mp3,2.115633964538574,55.3,10,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991989,2023-05-04,2023-05-04,2023-05-04
67,In color - men on records,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\In Color - Men On Records.mp3,mp3,1.4918298721313477,39.0,8,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991990,2023-05-04,2023-05-04,2023-05-04
68,Intro 2 fuck a gang,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Intro 2 Fuck A Gang.mp3,mp3,1.4748897552490234,38.5,20,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991991,2023-05-04,2023-05-04,2023-05-04
69,Mamolapenga,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Mamolapenga.mp3,mp3,6.876874923706055,180.2,14,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991992,2023-05-04,2023-05-04,2023-05-04
70,"Man, not a myth","D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Man, Not A Myth.mp3",mp3,8.865873336791992,232.3,3,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991993,2023-05-04,2023-05-04,2023-05-04
71,Mega mix iv,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Mega Mix IV.mp3,mp3,8.076651573181152,211.6,23,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991994,2023-05-04,2023-05-04,2023-05-04
72,Ncx1h1~p,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\NCX1H1~P.MP3,mp3,0.45946407318115234,11.9,13,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991995,2023-05-04,2023-05-04,2023-05-04
73,News flash - british youth,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\News Flash - British Youth.mp3,mp3,0.49234771728515625,12.8,19,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991996,2023-05-04,2023-05-04,2023-05-04
74,Nrnh6g~j,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\NRNH6G~J.MP3,mp3,0.36180782318115234,9.4,6,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991997,2023-05-04,2023-05-04,2023-05-04
75,Nscvcr~q,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\NSCVCR~Q.MP3,mp3,1.4579496383666992,38.1,4,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991998,2023-05-04,2023-05-04,2023-05-04
76,Nsu46d~d,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\NSU46D~D.MP3,mp3,0.6248817443847656,16.3,2,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836991999,2023-05-04,2023-05-04,2023-05-04
77,So funky,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\So Funky.mp3,mp3,8.87546157836914,232.6,12,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836992000,2023-05-04,2023-05-04,2023-05-04
78,Strip club,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Strip Club.mp3,mp3,7.51064395904541,196.8,5,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836992001,2023-05-04,2023-05-04,2023-05-04
79,This is to luke from the posse,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\This Is To Luke From The Posse.mp3,mp3,0.025612831115722656,0.6,18,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836992002,2023-05-04,2023-05-04,2023-05-04
80,Video no soul,D:\music\2 Live Crew\2 Live Crew - (Banned)\Banned In The U.S.A\Video No Soul.mp3,mp3,0.40366077423095703,10.5,15,2 Live Crew,Banned In The U.S.A.,Old School Hip-Hop/Rap,,320,,2 Live Crew,1990,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1970324836992003,2023-05-04,2023-05-04,2023-05-04
81,2 live blues,D:\music\2 Live Crew\As Nasty As They Wanna Be\2 Live Blues.mp3,mp3,12.158246994018555,314.6,07,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281812,2023-05-04,2023-05-04,2023-05-04
82,Bad ass bitch,D:\music\2 Live Crew\As Nasty As They Wanna Be\Bad Ass Bitch.mp3,mp3,9.46971321105957,244.2,16,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281813,2023-05-04,2023-05-04,2023-05-04
83,Break it on down,D:\music\2 Live Crew\As Nasty As They Wanna Be\Break It On Down.mp3,mp3,9.258461952209473,238.6,06,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281814,2023-05-04,2023-05-04,2023-05-04
84,C'mon babe,D:\music\2 Live Crew\As Nasty As They Wanna Be\C'mon Babe.mp3,mp3,10.973414421081543,283.6,04,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571159,2023-05-04,2023-05-04,2023-05-04
85,Coolin,D:\music\2 Live Crew\As Nasty As They Wanna Be\Coolin.mp3,mp3,11.708817481994629,302.9,18,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281816,2023-05-04,2023-05-04,2023-05-04
86,Dick almighty,D:\music\2 Live Crew\As Nasty As They Wanna Be\Dick Almighty.mp3,mp3,11.321195602416992,292.7,03,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571161,2023-05-04,2023-05-04,2023-05-04
87,Dirty nursery rhymes,D:\music\2 Live Crew\As Nasty As They Wanna Be\Dirty Nursery Rhymes.mp3,mp3,7.314312934875488,187.7,05,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571162,2023-05-04,2023-05-04,2023-05-04
88,Get loose now,D:\music\2 Live Crew\As Nasty As They Wanna Be\Get Loose Now.mp3,mp3,10.69838809967041,276.4,09,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281819,2023-05-04,2023-05-04,2023-05-04
89,Get the fuck out of my house,D:\music\2 Live Crew\As Nasty As They Wanna Be\Get The Fuck Out Of My House.mp3,mp3,10.739273071289062,277.4,13,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281820,2023-05-04,2023-05-04,2023-05-04
90,I ain't bullshittin,D:\music\2 Live Crew\As Nasty As They Wanna Be\I Ain't Bullshittin.mp3,mp3,10.331689834594727,266.8,08,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571165,2023-05-04,2023-05-04,2023-05-04
91,If you believe in having sex,D:\music\2 Live Crew\As Nasty As They Wanna Be\If You Believe In Having Sex.mp3,mp3,8.996407508850098,231.8,11,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281822,2023-05-04,2023-05-04,2023-05-04
92,Me so horny,D:\music\2 Live Crew\As Nasty As They Wanna Be\Me So Horny.mp3,mp3,10.701373100280762,276.5,01,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1688849860281823,2023-05-04,2023-05-04,2023-05-04
93,Mega mixx 3,D:\music\2 Live Crew\As Nasty As They Wanna Be\Mega Mixx 3.mp3,mp3,13.320155143737793,345.1,17,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571168,2023-05-04,2023-05-04,2023-05-04
94,Put her in the buck,D:\music\2 Live Crew\As Nasty As They Wanna Be\Put Her In The Buck.mp3,mp3,9.207646369934082,237.3,02,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571169,2023-05-04,2023-05-04,2023-05-04
95,Reggae joint,D:\music\2 Live Crew\As Nasty As They Wanna Be\Reggae Joint.mp3,mp3,9.86232852935791,254.5,14,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571170,2023-05-04,2023-05-04,2023-05-04
96,The fuck shop,D:\music\2 Live Crew\As Nasty As They Wanna Be\The Fuck Shop.mp3,mp3,7.980953216552734,205.1,10,2 Live Crew,As Nasty As They Wanna Be,Rap,,320,,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571171,2023-05-04,2023-05-04,2023-05-04
97,Fraternity record,D:\music\2 Live Crew\As Nasty as They Wanna Be_ADMIN_May-19-205248-2019_Conflict\Fraternity Record.mp3,mp3,11.110943794250488,287.2,15,2 Live Crew,As Nasty as They Wanna Be,Rap & Hip Hop,Little Joe Records,320,                            ,,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571173,2023-05-04,2023-05-04,2023-05-04
98,My seven bizzos,D:\music\2 Live Crew\As Nasty as They Wanna Be_ADMIN_May-19-205248-2019_Conflict\My Seven Bizzos.mp3,mp3,10.032734870910645,258.9,12,2 Live Crew,As Nasty as They Wanna Be,Rap & Hip Hop,Little Joe Records,320,                            ,2 Live Crew/Luther Campbell,1989,WehrsNet,NAS-1,none,none,3935787269,1407374883571174,2023-05-04,2023-05-04,2023-05-04
99,You go girl,D:\music\2 Live Crew\B6U7IY~T\You Go Girl.mp3,mp3,10.164141654968262,263.5,15,2 Live Crew,Booty Mixx Party: Club Classics,R&B,Little Joe Records,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,2013,WehrsNet,NAS-1,none,none,3935787269,1407374883571176,2023-05-04,2023-05-04,2023-05-04
100,2 live freestyle,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\2 Live Freestyle.mp3,mp3,7.20257568359375,185.8,09,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571178,2023-05-04,2023-05-04,2023-05-04
101,Dem a talk,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Dem A Talk.mp3,mp3,9.042089462280273,234.1,02,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571179,2023-05-04,2023-05-04,2023-05-04
102,Drop your draws,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Drop Your Draws.mp3,mp3,1.1448974609375,27.0,22,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571180,2023-05-04,2023-05-04,2023-05-04
103,Fuck em - intro,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Fuck Em - Intro.mp3,mp3,0.3965301513671875,7.4,16,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571181,2023-05-04,2023-05-04,2023-05-04
104,Fuck em,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Fuck Em.mp3,mp3,9.220457077026367,238.7,17,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571182,2023-05-04,2023-05-04,2023-05-04
105,Fuck nigga,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Fuck Nigga.mp3,mp3,7.493541717529297,193.5,13,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571183,2023-05-04,2023-05-04,2023-05-04
106,Hell yeah,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Hell Yeah.mp3,mp3,8.43323040008545,218.1,04,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571184,2023-05-04,2023-05-04,2023-05-04
107,Intro,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Intro.mp3,mp3,2.1413698196411133,53.2,01,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571185,2023-05-04,2023-05-04,2023-05-04
108,Joke's on you,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Joke's On You.mp3,mp3,1.2584924697875977,30.0,08,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571186,2023-05-04,2023-05-04,2023-05-04
109,Mega mix,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Mega Mix.mp3,mp3,11.941879272460938,310.1,24,2 Live Crew,Back At Your Ass For The Nine-4,Rap & Hip Hop,,320,                            ,"CHRIS WONG WON, LARRY DOBSO....",    ,WehrsNet,NAS-1,none,none,3935787269,1407374883571187,2023-05-04,2023-05-04,2023-05-04
110,Ohhh,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Ohhh.mp3,mp3,0.812047004699707,18.3,05,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571188,2023-05-04,2023-05-04,2023-05-04
111,Pigs fucking,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Pigs Fucking.mp3,mp3,0.6695642471313477,14.6,20,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571189,2023-05-04,2023-05-04,2023-05-04
112,Pussy and dick thing,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Pussy And Dick Thing.mp3,mp3,9.268312454223633,240.0,06,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571190,2023-05-04,2023-05-04,2023-05-04
113,Sex - sex,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Sex - Sex.mp3,mp3,0.7991018295288086,18.0,03,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571191,2023-05-04,2023-05-04,2023-05-04
114,Show him,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Show Him.mp3,mp3,0.7084197998046875,15.6,11,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571192,2023-05-04,2023-05-04,2023-05-04
115,Suck good dick,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Suck Good Dick.mp3,mp3,0.9057369232177734,20.8,14,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571193,2023-05-04,2023-05-04,2023-05-04
116,Suck my dick,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Suck My Dick.mp3,mp3,11.066967010498047,287.1,15,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571194,2023-05-04,2023-05-04,2023-05-04
117,The trick,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\The Trick.mp3,mp3,10.17809009552002,263.8,23,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571195,2023-05-04,2023-05-04,2023-05-04
118,We want some pussy 2,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\We Want Some Pussy 2.mp3,mp3,6.976381301879883,179.9,10,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,Chris Wong Won/Larry Dobson/Luther Campbell,1994,WehrsNet,NAS-1,none,none,3935787269,1407374883571196,2023-05-04,2023-05-04,2023-05-04
119,Work it,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Work It.mp3,mp3,1.6919565200805664,41.4,18,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1688849860281853,2023-05-04,2023-05-04,2023-05-04
120,Work that pussy,D:\music\2 Live Crew\Back At Your Ass For The Nine-4\Work That Pussy.mp3,mp3,8.492035865783691,219.6,19,2 Live Crew,Back At Your Ass For The Nine-4,Rap,ZYX Music,320,                            ,,1994,WehrsNet,NAS-1,none,none,3935787269,1688849860281854,2023-05-04,2023-05-04,2023-05-04
121,The initiation,D:\music\2 Live Crew\Back at Your Ass For The Nine-4_ADMIN_May-19-205248-2019_Conflict\The Initiation.mp3,mp3,10.35447883605957,268.5,12,2 Live Crew,Back at Your Ass For The Nine-4,Rap & Hip Hop,,320,                            ,"CHRIS WONG WON, LARRY DOBSO....",    ,WehrsNet,NAS-1,none,none,3935787269,1407374883571200,2023-05-04,2023-05-04,2023-05-04
122,Banned in the u.s.a.,D:\music\2 Live Crew\BLH57A~I\Banned In The U.S.A..mp3,mp3,10.081594467163086,264.2,1,2 Live Crew,Banned in the U.S.A.: The Luke LP,R&B,Little Joe Records,320,                            ,2 Live Crew/Bruce Springsteen/Denver A. Wright/Philip Nicholson,2013,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1407374883571202,2023-05-04,2023-05-04,2023-05-04
123,Do the bart,D:\music\2 Live Crew\BLH57A~I\Do The Bart.mp3,mp3,10.006856918334961,262.2,9,2 Live Crew,Banned in the U.S.A.: The Luke LP,R&B,Little Joe Records,320,                            ,2 Live Crew,2013,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1407374883571203,2023-05-04,2023-05-04,2023-05-04
